ID,Title,Content,Excerpt,Date,Post Type,Permalink,WPML Translation ID,WPML Language Code,Image URL,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Picture,PDF File,Machine Picture,Machine,Work Place,Date,Purpose,Feedback,Comment,Short Content,URL,
1333,งานติดตั้งจานดาวเทียม,งานติดตั้งและตรวจสอบจานดาวเทียม ที่ศรีราชา รถกระเช้าช่วยให้ทำงานได้สะดวก,,2018-05-16 13:35:42,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%88%e0%b8%b2%e0%b8%99%e0%b8%94%e0%b8%b2%e0%b8%a7%e0%b9%80%e0%b8%97%e0%b8%b5%e0%b8%a2%e0%b8%a1/,1333,th,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg|https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%88%e0%b8%b2%e0%b8%99%e0%b8%94%e0%b8%b2%e0%b8%a7%e0%b9%80%e0%b8%97%e0%b8%b5%e0%b8%a2%e0%b8%a1,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,รถกระเช้า Skymaster 22 เมตร Tadano AT220TG,ศรีราชา ชลบุรี,20160801,ติดตั้งจานดาวเทียม,ใช้งานวันเดียว ทางเราก็มีให้บริการ รถกระเช้า Skymaster สามารถวิ่งบนถนนได้ จึงประหยัดค่าขนส่งกว่ารถกระเช้าไฟฟ้าบูมลิฟท์,งานติดตั้งที่เกี่ยวกับระบบไฟฟ้า ทางเราก็มีตัวกระเช้าไฟเบอร์ให้บริการ มีสายกราวน์ เป็นของ JIS รับรองมาตรฐาน สามารถทำงานด้านเปลี่ยนหลอดไฟ หม้อแปลง ติดตั้งโคมไฟ ซึ่งกระเช้าไฟเบอร์มีของโทเคนที่เดียว,งานติดตั้งและตรวจสอบจานดาวเทียม ที่ศรีราชา รถกระเช้าช่วยให้ทำงานได้สะดวก,https://token-thailand.local/ja/aerialworkvehicle/,
1334,ซ่อมแซมปีกเครื่องบิน,ใช้รถกระเช้าช่วยแทนการใช้บูมลิฟท์ สามารถประหยัดค่าขนส่งไปได้มาก (เคลื่อนที่บนท้องถนนได้เอง ไม่ต้องใช้รถเทรลเลอร์ยกเพื่อขนย้าย),,2018-05-17 13:36:01,recentworks,https://token-thailand.local/recentworks/%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%a1%e0%b9%81%e0%b8%8b%e0%b8%a1%e0%b8%9b%e0%b8%b5%e0%b8%81%e0%b9%80%e0%b8%84%e0%b8%a3%e0%b8%b7%e0%b9%88%e0%b8%ad%e0%b8%87%e0%b8%9a%e0%b8%b4%e0%b8%99/,1334,th,,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%a1%e0%b9%81%e0%b8%8b%e0%b8%a1%e0%b8%9b%e0%b8%b5%e0%b8%81%e0%b9%80%e0%b8%84%e0%b8%a3%e0%b8%b7%e0%b9%88%e0%b8%ad%e0%b8%87%e0%b8%9a%e0%b8%b4%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/08/S_4712961728067.jpg,,https://token-thailand.local/wp-content/uploads/2016/08/S_4712961728067.jpg,รถกระเช้า Skymaster 22 เมตร Tadano AT220TG,สนามบินดอนเมือง,20160801,ซ่อมแซมปีกเครื่องบิน,ลูกค้าต้องการใช้งานซ่อมแซมปีกเครื่องบิน ไม่สามารถใช้นั่งร้านได้ เลยเลือกใช้เป็นรถกระเช้า Skymaster แทน สามารถบังคับขยับบูมเพื่อเปลี่ยนตำแหน่งจุดที่ทำงานได้เองจากบนกระเช้า ทำงานให้ประหยัดเวลา,รถกระเช้า Skymaster ที่ต้องเข้าพื้นที่สนามบิน จะต้องมีเอกสารประกันภัย ชั้น 1 ถึงสามารถขอเข้าพื้นที่ได้ ต้องมีเอกสารการตรวจสภาพรถ ปจ.2 ซึ่งทางเรามีเอกสารพร้อม สามารถขอยื่นเข้าใช้งานได้,ใช้รถกระเช้าช่วยแทนการใช้บูมลิฟท์ สามารถประหยัดค่าขนส่งไปได้มาก (เคลื่อนที่บนท้องถนนได้เอง ไม่ต้องใช้รถเทรลเลอร์ยกเพื่อขนย้าย),https://token-thailand.local/aerialworkvehicle/,
1343,งานทำความสะอาดป้าย,การทำความสะอาดป้ายบริษัทให้สะอาดอยู่เสมอ นอกจากจะทำให้ดูน่าเชื่อถือแล้ว ยังช่วยเสริมเรื่องฮวงจุ้ยได้อีกด้วยนะคะ,,2018-05-26 13:38:45,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%97%e0%b8%b3%e0%b8%84%e0%b8%a7%e0%b8%b2%e0%b8%a1%e0%b8%aa%e0%b8%b0%e0%b8%ad%e0%b8%b2%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2/,1343,th,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg|https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%97%e0%b8%b3%e0%b8%84%e0%b8%a7%e0%b8%b2%e0%b8%a1%e0%b8%aa%e0%b8%b0%e0%b8%ad%e0%b8%b2%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,รถกระเช้า Skymaster 22 เมตร Tadano AT220TG,กรุงเทพมหานคร,20160901,ทำความสะอาดป้าย,งานในกรุงเทพ ปริมณฑล ที่รถบรรทุกติดเวลา ไม่สามารถเดินรถได้ แต่ทางเราสามารถจัดเวลาเดินรถให้บรรทุกสามารถเข้าหน้างานได้ตรงตามเวลาที่ลูกค้านัด,ตัวกระเช้าหมุนได้ 270 องศาล เวลาจอดรถหน้างานที่มีพื้นที่จำกัด แต่ทางบริษัทมีนโยบายที่จะต้องทำความสะอาดป้ายในเสร็จภายในวัน รถกระเช้าของเราสามารถจอดรถและหมุนกระเช้าทำงานได้อีกฝั่ง,การทำความสะอาดป้ายบริษัทให้สะอาดอยู่เมอ นอกจากจะทำให้ดูน่าเชื่อถือแล้ว ยังช่วยเสริมเรื่องฮวงจุ้ยได้อีกด้วยนะคะ,https://token-thailand.local/aerialworkvehicle/,
1345,งานโครงหลังคาเหล็ก,ลูกค้าใช้งานรถกระเช้าเชื่อมโครงหลังคาเหล็กเพียง 3 วันเท่านั้น,,2018-05-28 13:39:21,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%82%e0%b8%84%e0%b8%a3%e0%b8%87%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%87%e0%b8%84%e0%b8%b2%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81/,1345,th,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg|https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%82%e0%b8%84%e0%b8%a3%e0%b8%87%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%87%e0%b8%84%e0%b8%b2%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,รถกระเช้า Skymaster 22 เมตร Aichi รุ่น SK22A,ปราจีนบุรี,20160901,ติดตั้งโครงหลังคาเหล็ก,พื้นที่กว้าง สามารถใช้งานรถกระเช้า Skymaster ได้ ประหยัดค่าขนส่ง แถมมีให้บริการพร้อมคนขับรถ ในราคาที่ถูกกว่าใช้รถกระเช้าไฟฟ้า ,รถกระเช้า Skymaster รับน้ำหนักได้ถึง 200 กิโล สามารถบรรทุกคนทำงาน 2 คน พร้อมอุปกรณ์ สามารถจอดตรงกลางและหมุนบูมทำงานได้ 360 องศา มีมอเตอร์สำรองหากมีเหตุฉุกเฉิน,ลูกค้าใช้งานรถกระเช้าเชื่อมโครงหลังคาเหล็กเพียง 3 วันเท่านั้น,https://token-thailand.local/aerialworkvehicle/,
1350,งานติดตั้งสปริงเกอร์ โรงสีข้าวอ่างทอง,งานติดตั้งระบบน้ำสปริงเกอร์ในที่สูง ลูกค้าเลือกใช้รถ 27เมตรเพื่อการทำงานและการเคลื่อนย้ายที่สะดวกรวดเร็ว,,2018-06-02 13:40:54,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%aa%e0%b8%9b%e0%b8%a3%e0%b8%b4%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%ad%e0%b8%a3%e0%b9%8c-%e0%b9%82%e0%b8%a3/,1350,th,,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%aa%e0%b8%9b%e0%b8%a3%e0%b8%b4%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%ad%e0%b8%a3%e0%b9%8c-%e0%b9%82%e0%b8%a3,https://token-thailand.local/wp-content/uploads/2016/10/งานติดตั้งสปริงเกอร์-โรงสีข้าวอ่างทอง-พี่ชัย.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/งานติดตั้งสปริงเกอร์-โรงสีข้าวอ่างทอง-พี่ชัย.jpg,รถกระเช้า Skymaster 27เมตร Tadano AT270TG,อ่างทอง,20161001,ติดตั้งสปริงเกอร์,ลูกค้าต้องการประหยัดค่าใช้จ่ายเรื่องค่าขนส่ง โทเคนแนะนำใช้รถ Skymaster ดีที่หน้างานประตูทางเข้ามีขนาดใหญ่ สามารถใช้รถ Skymaster ได้,รถกระเช้า Skymaster หรือรถกระเช้าไฟฟ้าบูมลิฟท์ระบบเครื่องยนต์ จะมีเขม่าควัน และเสียงดัง แต่หากหน้างานต้องการแบบเงียบไม่มีเขม่าควัน แนะนำให้ใช้แบบแบตเตอรี่ ทำงานด้วยระบบไฟฟ้า,งานติดตั้งระบบน้ำสปริงเกอร์ในที่สูง ลูกค้าเลือกใช้รถ 27เมตรเพื่อการทำงานและการเคลื่อนย้ายที่สะดวกรวดเร็ว,https://token-thailand.local/aerialworkvehicle/,
1355,งานเปลี่ยนโลโก้ที่โรจนะ อยุธยา,ไม่ว่าจะเปลี่ยนป้าย เปลี่ยนชื่อ เปลี่ยนโลโก้ตัวอักษรของบริษัท รถกระเช้าสามารถทำงานในที่สูงได้อย่างดี,,2018-06-07 13:42:25,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%80%e0%b8%9b%e0%b8%a5%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%99%e0%b9%82%e0%b8%a5%e0%b9%82%e0%b8%81%e0%b9%89%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b9%82%e0%b8%a3%e0%b8%88%e0%b8%99/,1355,th,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg|https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%80%e0%b8%9b%e0%b8%a5%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%99%e0%b9%82%e0%b8%a5%e0%b9%82%e0%b8%81%e0%b9%89%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b9%82%e0%b8%a3%e0%b8%88%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,รถกระเช้า Skymaster 22 เมตร Aichi รุ่น SK22A,นิคมอุตสาหกรรมโรจนะ อยุธยา,20161001,ติดตั้งป้ายโลโก้บริษัท,รถกระเช้า Skymaster สามารถขับรถไปยังหน้างานเองได้ จึงประหยัดค่าขนส่งกว่า รถกระเช้าบูมลิฟท์ไฟฟ้า หรือรถกระเช้าขากรรไกร หากใช้งาน 1 วัน ค่าใช้จ่าย Skymaster จะถูกกว่ามาก,งานติดตั้งป้ายโลโก้บริษัท ไม่ว่าจะสูงขนาดไหน ทางเราก็มีให้บริการ ในความสูงหลากหลายระดับ ตามการใช้งาน ตัวบูมมีระบบเซฟตี้ แนวตั้ง 27 องศา  แนวนอน 15 องศา เซฟตี้จะตัด,ไม่ว่าจะเปลี่ยนป้าย เปลี่ยนชื่อ เปลี่ยนโลโก้ตัวอักษรของบริษัท รถกระเช้าสามารถทำงานในที่สูงได้อย่างดี,https://token-thailand.local/aerialworkvehicle/,
1356,งานตรวจสอบทางด่วน,หลังจากก่อสร้างทางด่วนเสร็จแล้ว ก็สามารถใช้รถกระเช้าในการตรวจสอบรอยรั่ว รอยร้าวของทางด่วน,,2018-06-08 13:42:44,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%a3%e0%b8%a7%e0%b8%88%e0%b8%aa%e0%b8%ad%e0%b8%9a%e0%b8%97%e0%b8%b2%e0%b8%87%e0%b8%94%e0%b9%88%e0%b8%a7%e0%b8%99/,1356,th,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg|https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%a3%e0%b8%a7%e0%b8%88%e0%b8%aa%e0%b8%ad%e0%b8%9a%e0%b8%97%e0%b8%b2%e0%b8%87%e0%b8%94%e0%b9%88%e0%b8%a7%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,รถกระเช้า Skymaster 27เมตร Tadano AT270TG,กรุงเทพมหานคร,20161001,ตรวจสอบความแข็งแรง,รถกระเช้า Skymaster มีให้บริการทั้งแบบรายวัน รายเดือน หากใช้งานระยะยาว ทางเราก็มีทำราคาพิเศษให้ รถทุกคันมีเอกสาร ปจ.2 ตรวจเช็คทุก 6 เดือน โดยวิศวกร,งานทางด่วน หากใช้รถ Skymaster จะสามารถทำงานได้อย่างคล่องตัว เพราะเป็นรถ 6 ล้อ สามารถวิ่งบนถนนได้ กระเช้าสามารถหมุนได้ 270 องศา หากจะหมุนบูมทำงาน ก็เป็นไปอย่างสะดวก,หลังจากก่อสร้างทางด่วนเสร็จแล้ว ก็สามารถใช้รถกระเช้าในการตรวจสอบรอยรั่ว รอยร้าวของทางด่วน,https://token-thailand.local/aerialworkvehicle/,
1364,งานรถเฮี๊ยบขนเหล็ก แผ่นสังกะสี ซอยวัดศรี-กิ่งแก้ว,งานขนส่งอุปกรณ์วัสดุก่อสร้างเราก็ยินดีให้บริการ ไม่ว่าจะงานเล็กหรือใหญ่,,2018-06-16 13:45:10,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a3%e0%b8%96%e0%b9%80%e0%b8%ae%e0%b8%b5%e0%b9%8a%e0%b8%a2%e0%b8%9a%e0%b8%82%e0%b8%99%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81-%e0%b9%81%e0%b8%9c%e0%b9%88%e0%b8%99/,1364,th,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg|https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a3%e0%b8%96%e0%b9%80%e0%b8%ae%e0%b8%b5%e0%b9%8a%e0%b8%a2%e0%b8%9a%e0%b8%82%e0%b8%99%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81-%e0%b9%81%e0%b8%9c%e0%b9%88%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,รถเครน Tadano TM-ZT505,สมุทรปราการ,20161101,ขนย้ายวัสดุก่อสร้าง,ขนย้ายสิ่งของ วัสดุอุปกรณ์ก่อสร้าง หรือเครื่องจักร ทางเราก็มีให้บริการรถเครนสำหรับยกของ มีพนักงานขาย ค่อยให้คำแนะนำ ปรึกษาเรื่องรถตลอด 24 ชั่ว ทุกวัน,รถเฮี๊ยบของโทเคน ตัวกระบะบรรทุกกว้าง2.49เมตร ยาว 6.55เมตร ส่วนบูมยืดได้ 5ขั้น ความสูงของเครน16เมตร และรัศมีการทำงานเท่ากับ 13เมตร สามารถบรรทุกขนย้ายสิ่งของได้จำนวนมาก กระบะบรรทุกสามารถรับน้ำหนักได้ 6.5ตัน,งานขนส่งอุปกรณ์วัสดุก่อสร้างเราก็ยินดีให้บริการ ไม่ว่าจะงานเล็กหรือใหญ่,https://token-thailand.local/truckcrane/,
1365,งานติดป้ายโฆษณา,ถึงจะเป็นงานกลางคืนรถกระเช้าเราก็สามารถให้บริการได้ ทำงานได้สะดวก รวดเร็ว ประหยัดค่าใช้จ่าย,,2018-06-17 13:45:29,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2%e0%b9%82%e0%b8%86%e0%b8%a9%e0%b8%93%e0%b8%b2/,1365,th,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg|https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2%e0%b9%82%e0%b8%86%e0%b8%a9%e0%b8%93%e0%b8%b2,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,รถกระเช้า Skymaster 27เมตร Tadano AT270TG,กรุงเทพมหานคร,20161101,ติดป้ายโฆษณา,ลูกค้าต้องการติดตั้งป้ายเวลากลางคืน ทางเราก็มีให้บริการทั้งกลางวัน กลางคืน วันหยุด เทศกาล งานต่างจังหวัด รถ Skymaster บริการพร้อมคนบังคับรถ มีค่าใช้จ่ายถูก สามารถทำงานเสร็จเร็ว,งานทางด่วน เปลี่ยนหลอดไฟ ติดตั้งป้ายโฆษณา ที่ใช้งานบนถนน สามารถใช้รถกระเช้า Skymaster ทำงานได้  ถึงเป็นงานกลางคืน ตัวรถกระเช้าก็ยังมีไฟสปอร์ตไลท์ ที่ส่องสว่าง สำหรับทำงานกลางคืนโดยเฉพาะ,ถึงจะเป็นงานกลางคืนรถกระเช้าเราก็สามารถให้บริการได้ ทำงานได้สะดวก รวดเร็ว ประหยัดค่าใช้จ่าย,https://token-thailand.local/aerialworkvehicle/,
1367,งานยิงซิลโคนบนตึกสูง 40 เมตร,วิวด้านบนจากรถกระเช้า 40 เมตร ที่ความสูงระดับนี้ลูกค้ายังรู้สึกชิว มีแอบกระสิบบอกว่าไม่น่ากลัวเหมือนบูมลิฟต์,,2018-06-19 13:46:06,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a2%e0%b8%b4%e0%b8%87%e0%b8%8b%e0%b8%b4%e0%b8%a5%e0%b9%82%e0%b8%84%e0%b8%99%e0%b8%9a%e0%b8%99%e0%b8%95%e0%b8%b6%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%87-40-%e0%b9%80/,1367,th,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg|https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a2%e0%b8%b4%e0%b8%87%e0%b8%8b%e0%b8%b4%e0%b8%a5%e0%b9%82%e0%b8%84%e0%b8%99%e0%b8%9a%e0%b8%99%e0%b8%95%e0%b8%b6%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%87-40-%e0%b9%80,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,รถกระเช้า Skymaster 40 เมตร Tadano AT400CG,กรุงเทพมหานคร,20161101,ยิงซิลิโคนกันน้ำซึม,รถกระเช้า Skymaster มีคนขับรถคอยดูแลหน้างาน สถานที่จอดรถ ไม่ให้เกิดอุบัติเหตุ หากรถเสีย มีปัญหา เรามีทีมงานสแตนบายที่บริษัท สามารถส่งทีมช่างเข้าแก้ไขที่หน้างานได้,รถกระเช้า Skymaster รับน้ำหนักได้ถึง 360 กิโล สามารถบรรทุกคนงานขึ้นทำงาน 4 คน พร้อมอุปกรณ์ติดตั้ง กระเช้าหมุนได้ 270 องศา เวลาจอดรถทำงานในพื้นที่จำกัด,วิวด้านบนจากรถกระเช้า 40 เมตร ที่ความสูงระดับนี้ลูกค้ายังรู้สึกชิว มีแอบกระสิบบอกว่าไม่น่ากลัวเหมือนบูมลิฟต์,https://token-thailand.local/aerialworkvehicle/,
