ID,Title,Content,Excerpt,Date,Post Type,Permalink,WPML Translation ID,WPML Language Code,Image URL,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Picture,PDF File,Machine Picture,Machine,Work Place,Date,Purpose,Feedback,Comment,Short Content,URL,
1333,衛星アンテナの調整,シーラチャにある大型衛星アンテナの設置・メインテナンスを実施。よりよく電波を受信できるよう向きを調節しました。,,2018-05-16 13:35:42,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%88%e0%b8%b2%e0%b8%99%e0%b8%94%e0%b8%b2%e0%b8%a7%e0%b9%80%e0%b8%97%e0%b8%b5%e0%b8%a2%e0%b8%a1/,1333,ja,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg|https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%88%e0%b8%b2%e0%b8%99%e0%b8%94%e0%b8%b2%e0%b8%a7%e0%b9%80%e0%b8%97%e0%b8%b5%e0%b8%a2%e0%b8%a1,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/antenna.jpg,高所作業車 Tadano AT220TG,Chonburi県 Sriracha,20160801,衛生アンテナの調整,アンテナの数が複数あり、だだっ広い現場を行ったり来たり、移動性の長けたトラック式がうまく活用された事例です。,電波受信の感度が悪く、何が原因なのかよくわからないので、アンテナの向きや配線の接点を再確認。作業車がなかったら問題の箇所が特定できなかったとコメント。　,シーラチャにある大型衛星アンテナの設置・メインテナンスを実施。よりよく電波を受信できるよう向きを調節しました。,https://token-thailand.local/ja/aerialworkvehicle/,
1334,飛行機の点検,高所作業車をレンタルすれば、もう航空機専用にリフト用意しなくてもよく、必要な時だけ使えば費用削減にも繋がります。,,2018-05-17 13:36:01,recentworks,https://token-thailand.local/recentworks/%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%a1%e0%b9%81%e0%b8%8b%e0%b8%a1%e0%b8%9b%e0%b8%b5%e0%b8%81%e0%b9%80%e0%b8%84%e0%b8%a3%e0%b8%b7%e0%b9%88%e0%b8%ad%e0%b8%87%e0%b8%9a%e0%b8%b4%e0%b8%99/,1334,ja,,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%a1%e0%b9%81%e0%b8%8b%e0%b8%a1%e0%b8%9b%e0%b8%b5%e0%b8%81%e0%b9%80%e0%b8%84%e0%b8%a3%e0%b8%b7%e0%b9%88%e0%b8%ad%e0%b8%87%e0%b8%9a%e0%b8%b4%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/08/S_4712961728067.jpg,,https://token-thailand.local/wp-content/uploads/2016/08/S_4712961728067.jpg,高所作業車 Tadano AT220TG,バンコク市内,20160801,飛行機のメンテナンス,安全基準が求められる現場、飛行機のメンテナンスをする際には緊張がはしります。　24時間指定された時間に搬入させていただきます。,空港内に入る車両は、全て車両保険クラス１が必要。有償対応になりますが、特別に対応させていただきました。,高所作業車をレンタルすれば、もう航空機専用にリフト用意しなくてもよく、必要な時だけ使えば費用削減にも繋がります。,https://token-thailand.local/ja/aerialworkvehicle/,
1343,ショールームの看板,mazdaの看板清掃。駐車スペースが限られている中、うまくバケットを回転させ表面・裏面の両方とも完了させました。,,2018-05-26 13:38:45,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%97%e0%b8%b3%e0%b8%84%e0%b8%a7%e0%b8%b2%e0%b8%a1%e0%b8%aa%e0%b8%b0%e0%b8%ad%e0%b8%b2%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2/,1343,ja,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg|https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%97%e0%b8%b3%e0%b8%84%e0%b8%a7%e0%b8%b2%e0%b8%a1%e0%b8%aa%e0%b8%b0%e0%b8%ad%e0%b8%b2%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/S_4825292182055.jpg,高所作業車 Tadano AT270TG,バンコク市内,20160901,ショールームの看板清掃,看板は会社の顔。　ディーラーシップに定期的に清掃するように記載があるとのこと、費用を抑えて自社の社員に掃除させていました。,駐車スペースは片側しかなく、裏面をうまく清掃できるかがポイントでした。　駐車位置をうまく変え、バケットを回転させて対応しました。,看板は会社の顔。駐車スペースが限られている中、高所作業車のバケットをうまく回転させ表面・裏面の両方とも完了させました。,https://token-thailand.local/ja/aerialworkvehicle/,
1345,外壁用パネルの設置,バンプー工業団地内にあるプロジェクト。合計5日間で、外壁パネルを全て設置完了しました。,,2018-05-28 13:39:21,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%82%e0%b8%84%e0%b8%a3%e0%b8%87%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%87%e0%b8%84%e0%b8%b2%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81/,1345,ja,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg|https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%82%e0%b8%84%e0%b8%a3%e0%b8%87%e0%b8%ab%e0%b8%a5%e0%b8%b1%e0%b8%87%e0%b8%84%e0%b8%b2%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,,https://token-thailand.local/wp-content/uploads/2016/09/S_4815754514408.jpg,高所作業車 Tadano AT170AT,Samutprakarn,20160901,外壁パネルの設置,高所作業車には、バケットを水平に保ち、作業員が落ちない仕組みがあります。クレーン籠付きを使用すると籠が傾き作業員が落ちる可能性があります。,合計5日間で終えないといけない作業のため、残業して仕上げていました。　弊社の残業代は、レンタル代金を8時間で割った金額になります。,バンプー工業団地内にあるプロジェクト。合計5日間で、外壁パネルを全て設置完了しました。,https://token-thailand.local/ja/aerialworkvehicle/,
1350,火災報知器の設置　,消防システムが未発達なタイで、自主的に防災を進めるのは非常に重要。27mでもギリギリなところにスプリンクラーを5日間かけてつけました。,,2018-06-02 13:40:54,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%aa%e0%b8%9b%e0%b8%a3%e0%b8%b4%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%ad%e0%b8%a3%e0%b9%8c-%e0%b9%82%e0%b8%a3/,1350,ja,,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%95%e0%b8%b1%e0%b9%89%e0%b8%87%e0%b8%aa%e0%b8%9b%e0%b8%a3%e0%b8%b4%e0%b8%87%e0%b9%80%e0%b8%81%e0%b8%ad%e0%b8%a3%e0%b9%8c-%e0%b9%82%e0%b8%a3,https://token-thailand.local/wp-content/uploads/2016/10/งานติดตั้งสปริงเกอร์-โรงสีข้าวอ่างทอง-พี่ชัย.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/งานติดตั้งสปริงเกอร์-โรงสีข้าวอ่างทอง-พี่ชัย.jpg,高所作業車 Tadano AT270TG,Chachunsao県,20161001,火災報知器の設置,25mの高所にスプリンクラーを設置していく作業。　職人さんと弊社オペレーターの息を合わせ、5日間の作業を無事に終えることができました。,屋内の作業であっても、トラックの乗り入れが可能であれば、コスト面からスカイマスターをご検討いただくことがあります。　搬送料を節約でき、オペレーターがいるので安心です。,消防システムが未発達なタイで、自主的に防災を進めるのは非常に重要。スカイマスター27mでもギリギリなところにスプリンクラーを5日間かけてつけました。　,https://token-thailand.local/ja/aerialworkvehicle/,
1355,社名看板のメンテナンス 　,連休で工場が休みのうちに、看板のメンテナンスでお使いいただきました。工場の稼働が止まる休日を、メンテナンスに充てるお客様が多いです。,,2018-06-07 13:42:25,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%80%e0%b8%9b%e0%b8%a5%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%99%e0%b9%82%e0%b8%a5%e0%b9%82%e0%b8%81%e0%b9%89%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b9%82%e0%b8%a3%e0%b8%88%e0%b8%99/,1355,ja,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg|https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b9%80%e0%b8%9b%e0%b8%a5%e0%b8%b5%e0%b9%88%e0%b8%a2%e0%b8%99%e0%b9%82%e0%b8%a5%e0%b9%82%e0%b8%81%e0%b9%89%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b9%82%e0%b8%a3%e0%b8%88%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/Rojana-Ayutaya-Change-Logo.jpg,高所作業車 Tadano AT170AT,Ayutthaya,20161001,看板のメンテナンス,連休であっても事前に予約頂けたら配車手配いたします。　安全面を考慮し、車の出入りが少ない日に作業することをお勧めいたします。,年末年始やソンクランなどの大型連休は、自動車関連の会社などは定期点検を行う会社が多い。　同社もその一つで汚れた看板のメンテナンスや生産ラインの補修などをしていた。,連休で工場が休みのうちに、看板のメンテナンスでお使いいただきました。　普段は作業ができない営業日も、うまく休みを利用してメンテナンスや工事を実施する業者が多いです。,https://token-thailand.local/ja/aerialworkvehicle/,
1356,高架道路のコンクリート点検 　,高架道路のコンクリートを点検しないと、水が侵食し耐久性が落ちるとは周知のこと。でもタイでは、ほぼ放置状態ですね。,,2018-06-08 13:42:44,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%a3%e0%b8%a7%e0%b8%88%e0%b8%aa%e0%b8%ad%e0%b8%9a%e0%b8%97%e0%b8%b2%e0%b8%87%e0%b8%94%e0%b9%88%e0%b8%a7%e0%b8%99/,1356,ja,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg|https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%a3%e0%b8%a7%e0%b8%88%e0%b8%aa%e0%b8%ad%e0%b8%9a%e0%b8%97%e0%b8%b2%e0%b8%87%e0%b8%94%e0%b9%88%e0%b8%a7%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,,https://token-thailand.local/wp-content/uploads/2016/10/19052016-Si-Rat-Pong.jpg,高所作業車 Tadano AT270TG,Bangkok,20161001,高速道路のコンクリートひび割れ点検、排水管の設置,燃料代はお客様持ちで月極レンタル、数カ月に及ぶプロジェクトも弊社のオペレーターがグリスやエンジンオイルの点検を行いますので、安心です。,数カ月に及ぶプロジェクト、弊社のオペレーターがLabor Campに宿泊し、職人さんと朝から行動を共にします。バンコク市内も空き地が少なく、高速道路や鉄道のプロジェクトがほぼ高架になっています。,高架道路のコンクリートを点検しないと、水が侵食し耐久性が落ちるとは周知のこと。日本と違う地震が無いタイでは、ほぼ放置状態ですね。　,https://token-thailand.local/ja/aerialworkvehicle/,
1364,引っ越しのお手伝い　,工場の移設にともない、ユニックを借りて頂きました。5トン5段ブーム、最大高さ15mあるので、フォークリフト、工作機械、金型などもラクラク運べます。,,2018-06-16 13:45:10,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a3%e0%b8%96%e0%b9%80%e0%b8%ae%e0%b8%b5%e0%b9%8a%e0%b8%a2%e0%b8%9a%e0%b8%82%e0%b8%99%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81-%e0%b9%81%e0%b8%9c%e0%b9%88%e0%b8%99/,1364,ja,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg|https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a3%e0%b8%96%e0%b9%80%e0%b8%ae%e0%b8%b5%e0%b9%8a%e0%b8%a2%e0%b8%9a%e0%b8%82%e0%b8%99%e0%b9%80%e0%b8%ab%e0%b8%a5%e0%b9%87%e0%b8%81-%e0%b9%81%e0%b8%9c%e0%b9%88%e0%b8%99,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/งานรถเฮี๊ยบขนเหล็ก-แผ่นสังกะสี-ซอยวัดศรี-กิ่งแก้ว-.jpg,トラッククレーン　Tadano TM-ZT505 ,バンコク市内,20161101,工場の引っ越し,工作機械や金型などの機械がたくさんあり、合計4往復して作業が完了しました。運転手も遅くまでトラックを走らせくれたので、1日で作業が完了しました。,工場の引っ越しで、ユニッククレーンの需要が高い。箱型トラックでは、重機は運搬できないので貴重な存在。,工場の移設にともない、ユニックを借りて頂きました。5トン5段ブーム、最大高さ15mあるので、フォークリフト、工作機械、金型などもラクラク運べます。　,https://token-thailand.local/ja/truckcrane/,
1365,広告の設置　,プミポン国王崩御の後、広告関連の規制がありましたが、少しずつ緩和の傾向にむかっております。,,2018-06-17 13:45:29,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2%e0%b9%82%e0%b8%86%e0%b8%a9%e0%b8%93%e0%b8%b2/,1365,ja,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg|https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%95%e0%b8%b4%e0%b8%94%e0%b8%9b%e0%b9%89%e0%b8%b2%e0%b8%a2%e0%b9%82%e0%b8%86%e0%b8%a9%e0%b8%93%e0%b8%b2,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/งานติดป้ายโฆษณาที่รามคำแหง.jpg,高所作業車 Tadano AT270TG,バンコク市内,20161101,広告の掲載,24時間、場所を問わず貸し出し可能です。道路上に駐車し、看板や広告、電飾などの交換修理にはトラック式が得意としています。,バンコク市内の効果鉄道にはたくさんの広告が貼られている。勿論、作業車を使わないと不可能なのだが、警察に許可を申請したり、他の車両の通行の妨げにならないように作業しないといけなくハードルが高い。,バンコク市内の広告関連のお仕事。　渋滞が発生する場所のほうが、たくさんの人に広告を見てもらえるので、広告の価値が高く、頻繁に変える傾向がある。,https://token-thailand.local/ja/aerialworkvehicle/,
1367,40mの作業風景　,操作している担当者曰く、トーケンの高所作業車40mは、微妙な操作性と高所での安定感が抜群らしい。,,2018-06-19 13:46:06,recentworks,https://token-thailand.local/recentworks/%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a2%e0%b8%b4%e0%b8%87%e0%b8%8b%e0%b8%b4%e0%b8%a5%e0%b9%82%e0%b8%84%e0%b8%99%e0%b8%9a%e0%b8%99%e0%b8%95%e0%b8%b6%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%87-40-%e0%b9%80/,1367,ja,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg|https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,publish,4,token,contact@tas-c.com,Token,Thailand,%e0%b8%87%e0%b8%b2%e0%b8%99%e0%b8%a2%e0%b8%b4%e0%b8%87%e0%b8%8b%e0%b8%b4%e0%b8%a5%e0%b9%82%e0%b8%84%e0%b8%99%e0%b8%9a%e0%b8%99%e0%b8%95%e0%b8%b6%e0%b8%81%e0%b8%aa%e0%b8%b9%e0%b8%87-40-%e0%b9%80,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,,https://token-thailand.local/wp-content/uploads/2016/11/S_5256236824366.jpg,高所作業車 Tadano AT400CG,バンコク市内,20161101,高層ビルの外壁工事,日極でレンタルを開始し作業が延長する場合、月極の単価を超えた時点で、途中で月極の単価に変更するでことができます。　作業にかかる日数を計算できない,円形のビルに中庭があり、限られたスペースに駐車。一度入ると容易に出られないため、ガソリンを担いで給油。　弊社のオペレーターが無理を聞いてくれました。,操作している担当者曰く、トーケンの高所作業車40mは、微妙な操作性と高所での安定感が抜群らしい。　許可をいただき、高所作業車の作業風景を上から撮影しました。,https://token-thailand.local/ja/aerialworkvehicle/,
